8888880,2019-11-23,22:00:00,187169,TRUE,50,'Downtown','Vancouver',111111,294.99
8888881,2019-11-23,22:00:00,271808,TRUE,50,'Downtown','Vancouver',111118,198.99
8888882,2019-11-23,22:00:00,54140,TRUE,50,'Downtown','Vancouver',111125,117.99
8888883,2019-11-23,22:00:00,203814,TRUE,50,'Downtown','Vancouver',111132,369.99
8888884,2019-11-23,22:00:00,118783,TRUE,50,'Downtown','Vancouver',111139,377.99
8888888,2019-11-23,22:00:00,203765,TRUE,50,'Downtown','Burnaby',111167,116.99
8888889,2019-11-23,22:00:00,66854,TRUE,50,'Downtown','Burnaby',111174,484.99
8888890,2019-11-23,22:00:00,138381,TRUE,50,'Downtown','Burnaby',111181,114.99
8888891,2019-11-23,22:00:00,96145,TRUE,50,'Downtown','Burnaby',111188,342.99
8888892,2019-11-23,22:00:00,246995,TRUE,50,'Downtown','Burnaby',111195,405.99
8888896,2019-11-23,22:00:00,285786,TRUE,50,'Downtown','Surrey',111223,365.99
8888897,2019-11-23,22:00:00,182695,TRUE,50,'Downtown','Surrey',111230,302.99
8888898,2019-11-23,22:00:00,121477,TRUE,50,'Downtown','Surrey',111237,470.99
8888899,2019-11-23,22:00:00,92510,TRUE,50,'Downtown','Surrey',111244,151.99
8888900,2019-11-23,22:00:00,276037,TRUE,50,'Downtown','Surrey',111251,165.99
8888904,2019-11-23,22:00:00,8546,TRUE,50,'Midtown','Vancouver',111279,178.99
8888905,2019-11-23,22:00:00,119360,TRUE,50,'Midtown','Vancouver',111286,412.99
8888906,2019-11-23,22:00:00,195328,TRUE,50,'Midtown','Vancouver',111293,122.99
8888907,2019-11-23,22:00:00,222647,TRUE,50,'Midtown','Vancouver',111300,461.99
8888908,2019-11-23,22:00:00,168126,TRUE,50,'Midtown','Vancouver',111307,438.99
8888912,2019-11-23,22:00:00,32386,TRUE,50,'Midtown','Burnaby',111335,113.99
8888913,2019-11-23,22:00:00,117578,TRUE,50,'Midtown','Burnaby',111342,447.99
8888914,2019-11-23,22:00:00,91454,TRUE,50,'Midtown','Burnaby',111349,112.99
8888915,2019-11-23,22:00:00,104611,TRUE,50,'Midtown','Burnaby',111356,341.99
8888916,2019-11-23,22:00:00,107645,TRUE,50,'Midtown','Burnaby',111363,196.99
8888920,2019-11-23,22:00:00,12777,TRUE,50,'Midtown','Surrey',111391,342.99
8888921,2019-11-23,22:00:00,173624,TRUE,50,'Midtown','Surrey',111398,405.99
8888922,2019-11-23,22:00:00,266945,TRUE,50,'Midtown','Surrey',111405,365.99
8888923,2019-11-23,22:00:00,196780,TRUE,50,'Midtown','Surrey',111412,302.99
8888924,2019-11-23,22:00:00,153144,TRUE,50,'Midtown','Surrey',111419,470.99
